gene,celltype,driver_score,evidence_count,n_trajectories,gene_category,DREM_score,dynamic_score,rank
CRADD,GMP,0.000253,1,1,other,0.0,0.0006,588
MAP7,GMP,0.00025,1,1,other,0.0,0.0006,589
CTSS,GMP,0.000244,1,1,other,0.0,0.0006,590
MAML2,GMP,0.000239,1,1,other,0.0,0.0006,591
AHCYL2,GMP,0.000239,1,1,other,0.0,0.0006,592
NEGR1,GMP,0.000238,1,1,other,0.0,0.0006,593
IGF1R,GMP,0.00023,1,1,other,0.0,0.0006,594
Z94721.1,GMP,0.00022,1,1,other,0.0,0.0006,595
FIRRE,GMP,0.000218,1,1,other,0.0,0.0005,596
SAMSN1,GMP,0.000213,1,1,other,0.0,0.0005,597
PCCA,GMP,0.000198,1,1,other,0.0,0.0005,598
KIAA1211,GMP,0.000196,1,1,other,0.0,0.0005,599
SLC49A4,GMP,0.000186,1,1,other,0.0,0.0005,600
TSC22D1,GMP,0.000181,1,1,other,0.0,0.0005,601
SELENOH,GMP,0.00018,1,1,other,0.0,0.0004,602
CST3,GMP,0.000179,1,1,other,0.0,0.0004,603
CEBPD,GMP,0.000176,1,1,tf,0.0,0.0003,604
TMEM164,GMP,0.000176,1,1,other,0.0,0.0004,605
NUBPL,GMP,0.000172,1,1,other,0.0,0.0004,606
INSR,GMP,0.000171,1,1,other,0.0,0.0004,607
ZMYND8,GMP,0.000168,1,1,other,0.0,0.0004,608
POLQ,GMP,0.000163,1,1,other,0.0,0.0004,609
GAS7,GMP,0.000163,1,1,other,0.0,0.0004,610
RNASEK,GMP,0.000161,1,1,other,0.0,0.0004,611
ATP5MC2,GMP,0.00016,1,1,other,0.0,0.0004,612
ZBTB16,GMP,0.00016,1,1,tf,0.0,0.0003,613
MIR646HG,GMP,0.000159,1,1,other,0.0,0.0004,614
CYYR1,GMP,0.000157,1,1,other,0.0,0.0004,615
HBG2,GMP,0.00015,1,1,hemoglobin,0.0,0.0008,616
HIP1,GMP,0.000148,1,1,other,0.0,0.0004,617
HIST1H1C,GMP,0.000147,1,1,other,0.0,0.0004,618
BTBD11,GMP,0.000147,1,1,other,0.0,0.0004,619
PPM1H,GMP,0.000147,1,1,other,0.0,0.0004,620
ISG15,GMP,0.000147,1,1,other,0.0,0.0004,621
ERBIN,GMP,0.000145,1,1,other,0.0,0.0004,622
PHACTR1,GMP,0.000142,1,1,other,0.0,0.0004,623
ABCC4,GMP,0.00014,1,1,other,0.0,0.0003,624
MMP9,GMP,0.000139,1,1,other,0.0,0.0003,625
EVI5,GMP,0.000136,1,1,other,0.0,0.0003,626
PGLYRP1,GMP,0.000134,1,1,other,0.0,0.0003,627
INPP4B,GMP,0.00013,1,1,other,0.0,0.0003,628
PLAUR,GMP,0.000125,1,1,other,0.0,0.0003,629
ATP13A3,GMP,0.00012,1,1,other,0.0,0.0003,630
CTSW,GMP,0.000119,1,1,other,0.0,0.0003,631
ATP1B3,GMP,0.000118,1,1,other,0.0,0.0003,632
PROM1,GMP,0.000117,1,1,other,0.0,0.0003,633
NOP53,GMP,0.000117,1,1,other,0.0,0.0003,634
BCAT1,GMP,0.000116,1,1,other,0.0,0.0003,635
MGLL,GMP,0.000114,1,1,other,0.0,0.0003,636
FAM102B,GMP,0.000114,1,1,other,0.0,0.0003,637
IL18,GMP,0.000111,1,1,other,0.0,0.0003,638
