gene,celltype,driver_score,evidence_count,n_trajectories,gene_category,DREM_score,dynamic_score,rank
ITPR2,CD4+ T,0.002313,1,3,other,0.0,0.0058,300
ABCC1,CD4+ T,0.002303,1,3,other,0.0,0.0058,301
AFF1,CD4+ T,0.00228,1,3,other,0.0,0.0057,302
PIP5K1B,CD4+ T,0.002265,1,3,other,0.0,0.0057,303
RABGAP1L,CD4+ T,0.002263,1,3,other,0.0,0.0057,304
FREM1,CD4+ T,0.002221,1,3,other,0.0,0.0056,305
RIPOR2,CD4+ T,0.002201,1,3,other,0.0,0.0055,306
RBIS,CD4+ T,0.002181,1,3,other,0.0,0.0055,307
NBAS,CD4+ T,0.002176,1,3,other,0.0,0.0054,308
PDLIM1,CD4+ T,0.002157,1,3,other,0.0,0.0054,309
CELF2,CD4+ T,0.00215,1,3,other,0.0,0.0054,310
TUBA1B,CD4+ T,0.002146,1,3,other,0.0,0.0054,311
MIR924HG,CD4+ T,0.002136,1,3,other,0.0,0.0053,312
NLK,CD4+ T,0.002126,1,3,other,0.0,0.0053,313
KANSL1,CD4+ T,0.002122,1,3,other,0.0,0.0053,314
LMO2,CD4+ T,0.002119,1,3,tf,0.0,0.0041,315
LIMS1,CD4+ T,0.002081,1,3,other,0.0,0.0052,316
LAPTM4B,CD4+ T,0.00207,1,3,other,0.0,0.0052,317
BABAM2,CD4+ T,0.002055,1,3,other,0.0,0.0051,318
DNAJC1,CD4+ T,0.002046,1,3,other,0.0,0.0051,319
CENPP,CD4+ T,0.002003,1,3,other,0.0,0.005,320
RAPGEF2,CD4+ T,0.00196,1,3,other,0.0,0.0049,321
ZNF804A,CD4+ T,0.001936,1,3,other,0.0,0.0048,322
YBX3,CD4+ T,0.001936,1,3,other,0.0,0.0048,323
PTBP2,CD4+ T,0.001885,1,3,other,0.0,0.0047,324
FTX,CD4+ T,0.001884,1,3,other,0.0,0.0047,325
BRAF,CD4+ T,0.001881,1,3,other,0.0,0.0047,326
CAT,CD4+ T,0.001876,1,3,other,0.0,0.0047,327
SOX4,CD4+ T,0.001874,1,3,tf,0.0,0.0036,328
SREBF2,CD4+ T,0.00187,1,3,other,0.0031,0.0,329
DYRK1A,CD4+ T,0.001858,1,3,other,0.0,0.0046,330
PVT1,CD4+ T,0.001858,1,3,other,0.0,0.0046,331
