gene,driver_score,evidence_count,gene_category,category_multiplier,geneWeight_norm,geneWeight_raw,DREM_norm,DREM_raw,DREM_trajectories,dynamic_norm,dynamic_qval,dynamic_log2fc,dynamic_track_count,dynamic_direction,network_norm,is_HC_marker,is_MFVS_driver,rank
JUN,1.008796,4,tf,1.3,0.8938,1.711644,0.9694,1989.995,81,0.0105,1.8651695140700103e-13,0.7065,5,increasing,0.7282,False,True,1
FOS,0.941798,4,tf,1.3,0.809,1.549771,0.9565,1963.6755,81,0.0157,5.1204035149836955e-17,0.7989,6,increasing,0.6409,False,True,2
SPI1,0.911633,4,tf,1.56,0.4884,0.9377,0.9957,2043.7058,81,0.0018,8.754228050069762e-09,0.2113,2,increasing,0.6349,False,True,3
JUND,0.844552,4,tf,1.3,0.6275,1.203275,0.7473,1536.6415,81,0.2735,0.0,0.6805,7,increasing,0.724,False,True,4
TCF12,0.832376,4,tf,1.56,0.4001,0.769037,0.7504,1543.0412,81,0.2629,0.0,0.8332,4,increasing,0.6376,False,True,5
GATA2,0.75566,4,tf,1.56,0.2887,0.55646,0.9728,1996.826,81,0.0004,0.00045487911074550445,0.12,2,increasing,0.6246,False,True,6
GATA1,0.725056,4,tf,1.56,0.3394,0.653154,0.8054,1655.2429,81,0.0004,0.00019121072622069532,0.1278,1,increasing,0.6697,False,True,7
TCF4,0.71037,4,tf,1.56,0.3057,0.58878,0.7846,1612.8633,81,0.108,0.0,0.3076,3,increasing,0.5595,False,True,8
EBF1,0.650199,3,tf,1.56,0.2712,0.522952,0.8848,1817.3506,81,0.0,1.0,0.0,0,N/A,0.4923,False,True,9
PAX5,0.636755,3,tf,1.56,0.2743,0.528834,0.8457,1737.5145,81,0.0,1.0,0.0,0,N/A,0.4994,False,True,10
EGR1,0.604601,4,tf,1.3,0.3153,0.607173,0.8367,1719.2252,81,0.0036,3.052811115383162e-08,0.5399,1,decreasing,0.6839,False,True,11
BCL11A,0.603706,4,tf,1.56,0.2865,0.552263,0.7444,1530.6726,81,0.0017,5.812314985903793e-05,0.3966,2,decreasing,0.3548,False,True,12
IRF4,0.56723,3,tf,1.56,0.2655,0.512158,0.746,1533.9439,81,0.0,1.0,0.0,0,N/A,0.3785,False,True,13
ZEB1,0.506398,4,tf,1.3,0.3883,0.746547,0.415,858.5975,81,0.1609,0.0,0.4493,4,increasing,0.4746,False,True,14
MYC,0.503938,2,tf,1.56,0.0,0.0,0.8388,1723.4682,81,0.0,1.0,0.0,0,N/A,0.9795,False,True,15
ESR1,0.501131,4,tf,1.3,0.2778,0.535591,0.6473,1332.5782,81,0.0005,0.00018940188383523063,0.1426,1,increasing,0.6217,False,True,16
NR3C2,0.487086,4,tf,1.3,0.273,0.526435,0.7348,1511.2253,81,0.0001,0.027823834573095375,0.0857,1,increasing,0.3289,False,True,17
PBX3,0.476621,4,tf,1.3,0.3209,0.617879,0.4367,902.7724,81,0.178,0.0,0.5557,3,increasing,0.4568,False,True,18
MEF2C,0.462159,4,tf,1.3,0.3507,0.674858,0.5379,1109.3515,81,0.0054,7.130698418775334e-15,0.2843,5,decreasing,0.3328,False,True,19
TBP,0.44715,2,tf,1.3,0.0,0.0,0.9309,1911.3234,81,0.0,1.0,0.0,0,N/A,0.9486,False,True,20
TAF1,0.44299,2,tf,1.3,0.0,0.0,0.9518,1954.0102,81,0.0,1.0,0.0,0,N/A,0.8659,False,True,21
CEBPB,0.441908,2,tf,1.56,0.0,0.0,0.8016,1647.5207,81,0.0,1.0,0.0,0,N/A,0.6938,False,True,22
YY1,0.440499,2,tf,1.3,0.0,0.0,0.9717,1994.5579,81,0.0,1.0,0.0,0,N/A,0.798,False,True,23
RAD21,0.43893,2,tf,1.3,0.0,0.0,1.0,2052.4028,81,0.0,1.0,0.0,0,N/A,0.7156,False,True,24
CTCF,0.437614,2,tf,1.3,0.0,0.0,1.0,2052.4028,81,0.0,1.0,0.0,0,N/A,0.706,False,True,25
GATA3,0.417774,2,tf,1.56,0.0,0.0,0.7859,1615.4831,81,0.0,1.0,0.0,0,N/A,0.5857,False,True,26
HNF4A,0.414699,2,tf,1.3,0.0,0.0,0.8152,1675.3329,81,0.0,1.0,0.0,0,N/A,1.0,False,True,27
RUNX1,0.413626,3,tf,1.56,0.3997,0.7684,0.0,0.0,0,0.3194,0.0,1.0879,4,increasing,0.1727,False,False,28
SMC3,0.413255,2,tf,1.3,0.0,0.0,0.9159,1880.7529,81,0.0,1.0,0.0,0,N/A,0.7378,False,True,29
USF1,0.413138,2,tf,1.3,0.0,0.0,0.9688,1988.8313,81,0.0,1.0,0.0,0,N/A,0.6045,False,True,30
FOXA1,0.412407,2,tf,1.3,0.0,0.0,0.984,2019.653,81,0.0,1.0,0.0,0,N/A,0.5614,False,True,31
RACK1,0.406314,3,other,1.0,0.751,1.439028,0.0,0.0,0,0.3202,0.0,0.7227,9,increasing,0.0493,False,False,32
MAX,0.394429,2,tf,1.3,0.0,0.0,0.8345,1714.7093,81,0.0,1.0,0.0,0,N/A,0.8033,False,True,33
NFKB1,0.3871,2,tf,1.3,0.0,0.0,0.8494,1745.15,81,0.0,1.0,0.0,0,N/A,0.7123,False,True,34
HSP90AB1,0.384547,3,other,1.0,0.629,1.206026,0.0,0.0,0,0.3419,0.0,0.8458,8,increasing,0.2962,False,False,35
E2F1,0.381557,2,tf,1.3,0.0,0.0,0.8165,1677.8903,81,0.0,1.0,0.0,0,N/A,0.7541,False,True,36
ATP5F1E,0.381123,2,other,1.0,0.737,1.412279,0.0,0.0,0,0.3409,0.0,0.7842,9,decreasing,0.0,False,False,37
FOXA2,0.378266,2,tf,1.3,0.0,0.0,0.9016,1851.6584,81,0.0,1.0,0.0,0,N/A,0.5171,False,True,38
EEF1G,0.376599,3,other,1.0,0.7054,1.352026,0.0,0.0,0,0.2305,0.0,0.5918,6,increasing,0.141,False,False,39
MAFF,0.375687,2,tf,1.3,0.0,0.0,0.9112,1871.0955,81,0.0,1.0,0.0,0,N/A,0.4744,False,True,40
MEIS1,0.367582,3,tf,1.56,0.3465,0.666764,0.0,0.0,0,0.2874,0.0,1.0409,3,increasing,0.1813,False,False,41
TAL1,0.366307,2,tf,1.56,0.0,0.0,0.6999,1440.0139,81,0.0,1.0,0.0,0,N/A,0.4865,False,True,42
STAT3,0.362573,2,tf,1.3,0.0,0.0,0.7419,1525.7042,81,0.0,1.0,0.0,0,N/A,0.8014,False,True,43
ERG,0.35921,3,tf,1.56,0.3318,0.638608,0.0,0.0,0,0.2625,0.0,0.8313,4,increasing,0.2413,False,False,44
SNHG6,0.352737,3,other,1.0,0.7124,1.365359,0.0,0.0,0,0.1183,0.0,0.29,5,increasing,0.1204,False,False,45
MAFK,0.351204,2,tf,1.3,0.0,0.0,0.7978,1639.7914,81,0.0,1.0,0.0,0,N/A,0.5784,False,True,46
MT2A,0.350191,3,other,1.0,0.6258,1.199928,0.0,0.0,0,0.2701,0.0,0.5821,9,increasing,0.1403,False,False,47
E2F6,0.350067,2,tf,1.3,0.0,0.0,0.7851,1613.7733,81,0.0,1.0,0.0,0,N/A,0.6019,False,True,48
NME2,0.349702,3,other,1.0,0.6579,1.261227,0.0,0.0,0,0.1985,0.0,0.4576,7,increasing,0.1507,False,False,49
GAS5,0.347779,3,other,1.0,0.6634,1.271736,0.0,0.0,0,0.1791,0.0,0.5111,4,increasing,0.15,False,False,50
ARHGAP15,0.340888,3,other,1.0,0.5204,0.99881,0.0,0.0,0,0.4667,0.0,1.3083,8,increasing,0.084,False,False,51
SNHG29,0.339131,2,other,1.0,0.6994,1.340465,0.0,0.0,0,0.2162,0.0,0.5074,7,increasing,0.0,False,False,52
MBNL1,0.337583,3,other,1.0,0.5471,1.049726,0.0,0.0,0,0.3624,0.0,0.8506,9,increasing,0.1557,False,False,53
ELMO1,0.337322,3,other,1.0,0.5147,0.987943,0.0,0.0,0,0.4507,0.0,1.6368,5,increasing,0.1062,False,False,54
SRGN,0.334444,3,other,1.0,0.5044,0.968256,0.0,0.0,0,0.4576,0.0,1.2712,8,increasing,0.1075,False,False,55
MEF2A,0.332553,2,tf,1.3,0.0,0.0,0.7676,1578.1485,81,0.0,1.0,0.0,0,N/A,0.5172,False,True,56
POLR2A,0.330312,2,other,1.0,0.0,0.0,0.9539,1958.3175,81,0.0,1.0,0.0,0,N/A,0.7611,False,True,57
AHSP,0.329428,3,other,1.0,0.6776,1.298837,0.0,0.0,0,0.1192,4.563492192287169e-70,1.4013,9,decreasing,0.0462,False,False,58
HEY1,0.317464,2,tf,1.3,0.0,0.0,0.7971,1638.2664,81,0.0,1.0,0.0,0,N/A,0.3331,False,True,59
CDK6,0.316377,3,other,1.0,0.6033,1.157056,0.0,0.0,0,0.1495,0.0,0.4116,4,increasing,0.1639,False,False,60
ETV6,0.314933,3,tf,1.3,0.3771,0.725162,0.0,0.0,0,0.2792,0.0,0.9033,4,increasing,0.1355,False,False,61
USF2,0.312516,2,tf,1.3,0.0,0.0,0.6782,1395.6373,81,0.0,1.0,0.0,0,N/A,0.594,False,True,62
SP1,0.306617,2,other,1.0,0.0,0.0,0.9017,1851.8691,81,0.0,1.0,0.0,0,N/A,0.6658,False,True,63
LRBA,0.305045,3,other,1.0,0.4846,0.930455,0.0,0.0,0,0.3612,0.0,1.1748,5,increasing,0.1123,False,False,64
FTH1,0.302362,3,other,1.0,0.5566,1.0679,0.0,0.0,0,0.1774,0.0,0.4304,6,increasing,0.1674,False,False,65
EP300,0.300763,2,other,1.0,0.0,0.0,0.7696,1582.2849,81,0.0,1.0,0.0,0,N/A,0.9403,False,True,66
DPYD,0.299929,3,other,1.0,0.4633,0.889793,0.0,0.0,0,0.3845,0.0,0.9922,8,increasing,0.1044,False,False,67
HBA2,0.299527,3,hemoglobin,0.45,1.0,1.91444,0.0,0.0,0,1.0,0.0,4.0183,10,decreasing,0.0511,False,False,68
TNFAIP3,0.297737,3,other,1.0,0.5537,1.062432,0.0,0.0,0,0.1532,0.0,0.3162,8,increasing,0.1853,False,False,69
HIST1H4C,0.296818,3,other,1.0,0.6058,1.161735,0.0,0.0,0,0.003,1.8989088952944105e-10,0.2292,5,increasing,0.2693,False,False,70
ATP5MC2,0.295693,2,other,1.0,0.6075,1.164994,0.0,0.0,0,0.1931,0.0,0.5152,5,decreasing,0.0,False,False,71
S100A11,0.293292,3,other,1.0,0.5415,1.039052,0.0,0.0,0,0.2043,0.0,0.4737,7,increasing,0.0918,False,False,72
FOSL2,0.291306,2,tf,1.3,0.0,0.0,0.6648,1368.2887,81,0.0,1.0,0.0,0,N/A,0.4722,False,True,73
SSH2,0.291262,3,other,1.0,0.4944,0.949128,0.0,0.0,0,0.2739,0.0,0.5923,9,increasing,0.1224,False,False,74
S100A9,0.289267,3,other,1.0,0.4596,0.882622,0.0,0.0,0,0.3673,0.0,0.8086,10,decreasing,0.0569,False,False,75
ZBTB16,0.288631,3,tf,1.56,0.3346,0.644056,0.0,0.0,0,0.1375,0.0,0.3731,4,increasing,0.0686,False,False,76
HSP90AA1,0.287351,3,other,1.0,0.409,0.786029,0.0,0.0,0,0.3805,0.0,0.978,8,increasing,0.2154,False,False,77
CELF2,0.285277,3,other,1.0,0.5463,1.048177,0.0,0.0,0,0.161,0.0,0.3346,8,increasing,0.0864,False,False,78
ELF1,0.285094,2,other,1.0,0.0,0.0,0.8671,1781.0836,81,0.0,1.0,0.0,0,N/A,0.5475,False,True,79
ZBTB20,0.284816,3,other,1.0,0.4097,0.7875,0.0,0.0,0,0.3873,0.0,1.3005,5,increasing,0.1757,False,False,80
SIK3,0.281574,3,other,1.0,0.4133,0.794376,0.0,0.0,0,0.3792,0.0,1.1485,6,increasing,0.1479,False,False,81
ATP5MG,0.281343,2,other,1.0,0.664,1.273025,0.0,0.0,0,0.0116,1.8010284621696983e-15,0.5729,7,decreasing,0.0,False,False,82
CHST11,0.280506,3,other,1.0,0.4304,0.827001,0.0,0.0,0,0.3564,0.0,1.1525,5,increasing,0.1156,False,False,83
HDAC2,0.28026,2,other,1.0,0.0,0.0,0.759,1560.5226,81,0.0,1.0,0.0,0,N/A,0.7717,False,True,84
MAML3,0.278433,3,other,1.0,0.4124,0.792641,0.0,0.0,0,0.3638,0.0,1.1872,5,increasing,0.1538,False,False,85
TRIM28,0.276658,2,other,1.0,0.0,0.0,0.8116,1667.8167,81,0.0,1.0,0.0,0,N/A,0.606,False,True,86
CUX1,0.276452,3,tf,1.3,0.3639,0.700035,0.0,0.0,0,0.1729,0.0,0.4897,4,increasing,0.1318,False,False,87
PRKCH,0.276257,3,other,1.0,0.4621,0.887533,0.0,0.0,0,0.2901,0.0,0.8665,5,increasing,0.0827,False,False,88
CALR,0.274826,3,other,1.0,0.4969,0.953975,0.0,0.0,0,0.1813,0.0,0.4109,7,increasing,0.1481,False,False,89
INPP4B,0.27344,3,other,1.0,0.4096,0.787173,0.0,0.0,0,0.3818,0.0,1.411,4,increasing,0.0839,False,False,90
FHIT,0.273022,3,other,1.0,0.4464,0.857418,0.0,0.0,0,0.2842,0.0,0.9255,4,increasing,0.1281,False,False,91
HBA1,0.27284,3,hemoglobin,0.45,0.906,1.734955,0.0,0.0,0,0.9169,0.0,3.3889,10,decreasing,0.0541,False,False,92
S100A10,0.272247,3,other,1.0,0.5873,1.126471,0.0,0.0,0,0.003,4.933111641403087e-09,0.2527,6,increasing,0.1198,False,False,93
ZEB2,0.271119,3,tf,1.3,0.3768,0.724524,0.0,0.0,0,0.1382,0.0,0.3754,4,increasing,0.1124,False,False,94
MLLT3,0.270853,3,other,1.0,0.476,0.914065,0.0,0.0,0,0.2105,0.0,0.6863,3,increasing,0.1372,False,False,95
REST,0.270546,2,other,1.0,0.0,0.0,0.7829,1609.2809,81,0.0,1.0,0.0,0,N/A,0.6195,False,True,96
NKG7,0.269659,3,other,1.0,0.5864,1.124827,0.0,0.0,0,0.0053,6.873390745454344e-13,0.3609,4,increasing,0.0951,False,False,97
S100A6,0.268894,3,other,1.0,0.4096,0.787246,0.0,0.0,0,0.3471,0.0,1.1098,5,increasing,0.1119,False,False,98
FTL,0.267426,3,other,1.0,0.4109,0.789764,0.0,0.0,0,0.302,0.0,0.7184,8,increasing,0.1834,False,False,99
THRB,0.26695,3,tf,1.3,0.3339,0.642609,0.0,0.0,0,0.1947,0.0,0.688,2,increasing,0.1421,False,False,100
ATF3,0.266696,4,other,1.0,0.2763,0.532686,0.2886,600.5085,81,0.0,0.03988811736239725,0.0796,1,increasing,0.4925,False,True,101
BATF,0.265774,2,other,1.0,0.0,0.0,0.8582,1763.109,81,0.0,1.0,0.0,0,N/A,0.3856,False,True,102
PBX1,0.265768,3,tf,1.56,0.3005,0.578911,0.0,0.0,0,0.1228,0.0,0.3913,2,increasing,0.1013,False,False,103
SKAP1,0.26499,3,other,1.0,0.4775,0.916822,0.0,0.0,0,0.2002,0.0,0.5383,5,increasing,0.0988,False,False,104
ZNF143,0.264057,2,other,1.0,0.0,0.0,0.6687,1376.2673,81,0.0,1.0,0.0,0,N/A,0.8431,False,True,105
ZFAND3,0.263281,3,other,1.0,0.4268,0.819987,0.0,0.0,0,0.2745,0.0,0.8048,5,increasing,0.1375,False,False,106
STAT1,0.262864,2,tf,1.3,0.0,0.0,0.4957,1023.2041,81,0.0,1.0,0.0,0,N/A,0.6865,False,True,107
DUSP2,0.262586,3,other,1.0,0.4711,0.904718,0.0,0.0,0,0.1851,0.0,0.5322,4,increasing,0.1324,False,False,108
ZNF263,0.261598,2,other,1.0,0.0,0.0,0.7799,1603.2378,81,0.0,1.0,0.0,0,N/A,0.5416,False,True,109
FCHSD2,0.259532,3,other,1.0,0.3942,0.757868,0.0,0.0,0,0.3043,0.0,0.8472,6,increasing,0.1739,False,False,110
ZBTB7A,0.257981,2,tf,1.3,0.0,0.0,0.5393,1112.2835,81,0.0,1.0,0.0,0,N/A,0.5416,False,True,111
AHR,0.257427,3,tf,1.3,0.3168,0.610095,0.0,0.0,0,0.0997,0.0,0.3077,2,increasing,0.3335,False,False,112
RNASEK,0.257371,3,other,1.0,0.5502,1.05576,0.0,0.0,0,0.0026,5.677898563687412e-10,0.2079,5,decreasing,0.1335,False,False,113
TBC1D5,0.257346,3,other,1.0,0.3881,0.746118,0.0,0.0,0,0.3229,0.0,1.0028,5,increasing,0.1415,False,False,114
PLXDC2,0.256776,3,other,1.0,0.399,0.766997,0.0,0.0,0,0.3328,0.0,1.1536,4,increasing,0.0726,False,False,115
GNLY,0.256096,3,other,1.0,0.5745,1.102041,0.0,0.0,0,0.0048,4.34116206474552e-09,0.3917,7,decreasing,0.0207,False,False,116
LGALS1,0.255827,3,other,1.0,0.5454,1.046531,0.0,0.0,0,0.0045,4.916667673594045e-12,0.281,6,increasing,0.135,False,False,117
STXBP5,0.255287,3,other,1.0,0.3989,0.766818,0.0,0.0,0,0.3025,0.0,1.0084,4,increasing,0.1201,False,False,118
CCL5,0.25383,3,other,1.0,0.5533,1.06157,0.0,0.0,0,0.0049,1.0124939775479902e-10,0.4095,4,decreasing,0.0846,False,False,119
JARID2,0.252178,3,tf,1.3,0.3312,0.637616,0.0,0.0,0,0.1522,0.0,0.4593,3,increasing,0.1341,False,False,120
FOXO3,0.251997,3,tf,1.3,0.3184,0.613061,0.0,0.0,0,0.1643,0.0,0.393,6,decreasing,0.1601,False,False,121
RNF220,0.251964,3,other,1.0,0.3703,0.712142,0.0,0.0,0,0.3594,0.0,1.4399,3,increasing,0.0908,False,False,122
HIF1A,0.249628,3,tf,1.3,0.3091,0.595339,0.0,0.0,0,0.142,0.0,0.3574,5,increasing,0.2253,False,False,123
NKAIN2,0.249118,3,other,1.0,0.3728,0.717021,0.0,0.0,0,0.3542,0.0,1.4089,3,increasing,0.065,False,False,124
MXI1,0.248486,2,tf,1.3,0.0,0.0,0.481,993.1931,81,0.0,1.0,0.0,0,N/A,0.618,False,True,125
SYTL3,0.248372,3,other,1.0,0.4817,0.924972,0.0,0.0,0,0.1217,0.0,0.3239,4,increasing,0.0876,False,False,126
SNHG5,0.248365,3,other,1.0,0.5321,1.021097,0.0,0.0,0,0.002,5.0465029245046515e-05,0.3665,5,decreasing,0.1255,False,False,127
ZNF385D,0.248099,3,other,1.0,0.3821,0.734712,0.0,0.0,0,0.3438,0.0,1.3474,3,increasing,0.0395,False,False,128
SMYD3,0.24779,3,other,1.0,0.392,0.753678,0.0,0.0,0,0.291,0.0,1.0593,3,increasing,0.1025,False,False,129
STAG1,0.247098,3,other,1.0,0.3646,0.701243,0.0,0.0,0,0.2666,0.0,0.8488,4,increasing,0.2549,False,False,130
SIN3A,0.246707,2,other,1.0,0.0,0.0,0.6807,1400.7461,81,0.0,1.0,0.0,0,N/A,0.6479,False,True,131
SETDB1,0.246349,2,other,1.0,0.0,0.0,0.7279,1497.1195,81,0.0,1.0,0.0,0,N/A,0.5264,False,True,132
POL2,0.244904,1,other,1.0,0.0,0.0,0.9796,2010.8026,81,0.0,1.0,0.0,0,N/A,0.0,False,False,133
GNAQ,0.244024,3,other,1.0,0.4023,0.773269,0.0,0.0,0,0.2554,0.0,0.8018,4,increasing,0.0984,False,False,134
CBLB,0.243618,3,other,1.0,0.4506,0.865563,0.0,0.0,0,0.1434,0.0,0.3356,6,increasing,0.1253,False,False,135
CNST,0.24241,3,other,1.0,0.4067,0.781631,0.0,0.0,0,0.2018,0.0,0.5922,4,increasing,0.1735,False,False,136
IMMP2L,0.241772,3,other,1.0,0.3744,0.720046,0.0,0.0,0,0.2921,0.0,1.0651,3,increasing,0.116,False,False,137
LYZ,0.241653,3,other,1.0,0.5317,1.020268,0.0,0.0,0,0.0046,6.004809861716394e-08,0.5679,4,increasing,0.061,False,False,138
RPS10,0.241532,3,ribosomal,0.55,0.8413,1.611396,0.0,0.0,0,0.225,3.2003922346984853e-97,1.9306,11,decreasing,0.1771,False,False,139
RABGAP1L,0.241167,3,other,1.0,0.391,0.751632,0.0,0.0,0,0.2403,0.0,0.6237,6,increasing,0.148,False,False,140
PRKG1,0.241029,3,other,1.0,0.3694,0.71041,0.0,0.0,0,0.3004,0.0,1.243,2,increasing,0.1129,False,False,141
EXOC4,0.240962,3,other,1.0,0.37,0.711585,0.0,0.0,0,0.2854,0.0,0.8479,5,increasing,0.1398,False,False,142
POU2F2,0.236977,2,other,1.0,0.0,0.0,0.6914,1422.5623,81,0.0,1.0,0.0,0,N/A,0.5285,False,True,143
ELOB,0.235117,3,other,1.0,0.5123,0.98338,0.0,0.0,0,0.0065,4.449599730066314e-13,0.4136,5,decreasing,0.075,False,False,144
BLVRB,0.235081,3,other,1.0,0.4926,0.945707,0.0,0.0,0,0.014,3.760076206340187e-17,0.6803,6,decreasing,0.1387,False,False,145
JUNB,0.234864,2,tf,1.3,0.0,0.0,0.5193,1071.3114,81,0.0,1.0,0.0,0,N/A,0.4225,False,True,146
SESN3,0.23307,3,other,1.0,0.428,0.822384,0.0,0.0,0,0.1544,0.0,0.394,5,increasing,0.098,False,False,147
FNDC3B,0.2326,3,other,1.0,0.3739,0.718992,0.0,0.0,0,0.2463,0.0,0.6987,5,increasing,0.1265,False,False,148
ADK,0.232086,3,other,1.0,0.3705,0.712505,0.0,0.0,0,0.2352,0.0,0.6588,5,increasing,0.1575,False,False,149
CST3,0.231628,3,other,1.0,0.5031,0.965673,0.0,0.0,0,0.0002,0.0123002056724694,0.1449,2,decreasing,0.093,False,False,150
ARL15,0.231558,3,other,1.0,0.368,0.707746,0.0,0.0,0,0.2438,0.0,0.7542,4,increasing,0.1456,False,False,151
SSBP2,0.231473,3,other,1.0,0.3527,0.678632,0.0,0.0,0,0.2666,0.0,0.938,3,increasing,0.1603,False,False,152
WWOX,0.23133,3,other,1.0,0.3739,0.718974,0.0,0.0,0,0.2228,0.0,0.7385,3,increasing,0.162,False,False,153
AUTS2,0.231175,3,other,1.0,0.3639,0.699937,0.0,0.0,0,0.2742,0.0,0.8816,4,increasing,0.0976,False,False,154
IGKC,0.231167,3,immunoglobulin,0.55,0.8731,1.672151,0.0,0.0,0,0.1262,7.059091285218728e-68,1.3785,11,decreasing,0.0762,False,False,155
PDE4D,0.23097,3,other,1.0,0.3701,0.711856,0.0,0.0,0,0.2469,0.0,0.7009,5,increasing,0.1255,False,False,156
BACH2,0.230731,3,tf,1.3,0.3782,0.727272,0.0,0.0,0,0.0019,1.7903308374939815e-09,0.223,1,increasing,0.0969,False,False,157
RPL17,0.230106,3,ribosomal,0.55,0.7604,1.456999,0.0,0.0,0,0.3054,0.0,0.6367,10,increasing,0.1511,False,False,158
FOSB,0.229813,3,tf,1.3,0.364,0.700248,0.0,0.0,0,0.0038,1.628975078442889e-08,0.5502,1,decreasing,0.1433,False,False,159
ABCC1,0.229754,3,other,1.0,0.3959,0.761152,0.0,0.0,0,0.1987,0.0,0.6375,3,increasing,0.1076,False,False,160
DOCK8,0.229556,3,other,1.0,0.3798,0.730262,0.0,0.0,0,0.236,0.0,0.5651,7,increasing,0.0959,False,False,161
VPS13B,0.22941,3,other,1.0,0.369,0.70964,0.0,0.0,0,0.2297,0.0,0.6981,4,increasing,0.1503,False,False,162
CCNT2,0.22904,2,other,1.0,0.0,0.0,0.653,1344.1442,81,0.0,1.0,0.0,0,N/A,0.549,False,True,163
TBXAS1,0.228939,3,other,1.0,0.382,0.734442,0.0,0.0,0,0.2172,0.0,0.5956,5,increasing,0.1191,False,False,164
DOCK10,0.22888,3,other,1.0,0.401,0.770904,0.0,0.0,0,0.1999,0.0,0.4967,6,increasing,0.0767,False,False,165
ESYT2,0.228649,3,other,1.0,0.4136,0.794903,0.0,0.0,0,0.1282,0.0,0.375,3,increasing,0.1677,False,False,166
IRAK3,0.2278,3,other,1.0,0.3718,0.714999,0.0,0.0,0,0.2595,0.0,0.7478,5,increasing,0.0647,False,False,167
IRF1,0.227579,2,tf,1.3,0.0,0.0,0.4512,932.3707,81,0.0,1.0,0.0,0,N/A,0.5393,False,True,168
PAN3,0.226919,3,other,1.0,0.3667,0.705389,0.0,0.0,0,0.2377,0.0,0.7295,4,increasing,0.1206,False,False,169
VAV3,0.226807,3,other,1.0,0.3461,0.66597,0.0,0.0,0,0.2914,0.0,0.8718,5,increasing,0.0947,False,False,170
PLCB1,0.226466,3,other,1.0,0.362,0.696397,0.0,0.0,0,0.2626,0.0,0.8318,4,increasing,0.0855,False,False,171
IRF8,0.226272,3,tf,1.56,0.298,0.57408,0.0,0.0,0,0.0009,3.1927649859425025e-06,0.1778,1,increasing,0.1249,False,False,172
GZMH,0.226254,3,other,1.0,0.4447,0.854324,0.0,0.0,0,0.1244,0.0,0.3975,2,increasing,0.0291,False,False,173
HMGA2,0.22616,3,tf,1.3,0.2986,0.575228,0.0,0.0,0,0.1264,0.0,0.405,2,increasing,0.1345,False,False,174
HSPA1A,0.226142,3,other,1.0,0.4175,0.802364,0.0,0.0,0,0.0608,5.817356367661549e-47,1.3398,5,decreasing,0.2641,False,False,175
LMO2,0.225975,3,tf,1.56,0.2965,0.571312,0.0,0.0,0,0.001,6.2351235646655e-06,0.1663,3,decreasing,0.1289,False,False,176
FAF1,0.225957,3,other,1.0,0.3688,0.709349,0.0,0.0,0,0.2061,0.0,0.6681,3,increasing,0.1667,False,False,177
FOSL1,0.225243,2,tf,1.3,0.0,0.0,0.4777,986.4935,81,0.0,1.0,0.0,0,N/A,0.4559,False,True,178
CRIP1,0.225198,3,other,1.0,0.4863,0.933603,0.0,0.0,0,0.0033,2.2914302787912165e-07,0.3645,6,increasing,0.0956,False,False,179
MAP3K5,0.224144,3,other,1.0,0.36,0.692564,0.0,0.0,0,0.2306,0.0,0.7016,4,increasing,0.1364,False,False,180
RPL13A,0.223869,3,ribosomal,0.55,0.6893,1.321289,0.0,0.0,0,0.3864,0.0,0.8652,10,decreasing,0.1702,False,False,181
P2RY8,0.223308,3,other,1.0,0.4283,0.822959,0.0,0.0,0,0.1177,0.0,0.3119,4,increasing,0.0814,False,False,182
SEPTIN7,0.223271,2,other,1.0,0.5299,1.017,0.0,0.0,0,0.0033,2.0342388180824215e-11,0.2665,3,increasing,0.0,False,False,183
STMN1,0.222587,3,other,1.0,0.3881,0.746232,0.0,0.0,0,0.1636,0.0,0.458,4,increasing,0.1439,False,False,184
UTRN,0.221989,3,other,1.0,0.368,0.707712,0.0,0.0,0,0.2449,0.0,0.6938,5,increasing,0.0564,False,False,185
LYN,0.221759,3,other,1.0,0.3627,0.697743,0.0,0.0,0,0.221,0.0,0.6089,5,increasing,0.123,False,False,186
RFX5,0.221434,2,other,1.0,0.0,0.0,0.6175,1271.8854,81,0.0,1.0,0.0,0,N/A,0.565,False,True,187
NOP53,0.22109,3,other,1.0,0.4818,0.925074,0.0,0.0,0,0.0032,3.000503938877548e-11,0.2223,5,increasing,0.0763,False,False,188
CALN1,0.220682,3,other,1.0,0.3223,0.620521,0.0,0.0,0,0.3328,0.0,1.2845,3,increasing,0.0514,False,False,189
IQGAP2,0.220377,3,other,1.0,0.3466,0.666937,0.0,0.0,0,0.2373,0.0,0.6661,5,increasing,0.1425,False,False,190
NCOA2,0.220287,3,other,1.0,0.3437,0.66137,0.0,0.0,0,0.201,0.0,0.5893,4,increasing,0.226,False,False,191
RAPGEF2,0.220071,3,other,1.0,0.3416,0.657426,0.0,0.0,0,0.2418,0.0,0.8228,3,increasing,0.1505,False,False,192
SOX4,0.219778,3,tf,1.3,0.3545,0.682027,0.0,0.0,0,0.0028,4.3968365031842804e-06,0.4533,4,decreasing,0.1133,False,False,193
RERE,0.219736,3,other,1.0,0.3443,0.662614,0.0,0.0,0,0.2312,0.0,0.7752,3,increasing,0.1579,False,False,194
RPS20,0.219621,3,ribosomal,0.55,0.6953,1.332667,0.0,0.0,0,0.3228,0.0,0.7303,9,decreasing,0.2033,False,False,195
