gene,driver_score,evidence_count,gene_category,category_multiplier,geneWeight_norm,geneWeight_raw,DREM_norm,DREM_raw,DREM_trajectories,dynamic_norm,dynamic_qval,dynamic_log2fc,dynamic_track_count,dynamic_direction,network_norm,is_HC_marker,is_MFVS_driver,rank
GNG7,0.126472,2,other,1.0,0.2824,0.544353,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0749,False,False,1000
CCNB1,0.126465,3,other,1.0,0.2521,0.48646,0.0,0.0,0,0.0003,0.001802774207883555,0.1359,1,increasing,0.1408,False,False,1001
RHCE,0.126398,3,other,1.0,0.2802,0.540263,0.0,0.0,0,0.003,4.702594035750853e-08,0.4482,1,decreasing,0.0221,False,False,1002
PTGS2,0.126355,2,other,1.0,0.272,0.52457,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1153,False,False,1003
ZNF331,0.126335,3,other,1.0,0.2579,0.497563,0.0,0.0,0,0.0003,0.0027223146941319607,0.1161,2,increasing,0.1165,False,False,1004
UHRF1,0.126298,2,other,1.0,0.2749,0.530093,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1032,False,False,1005
TM7SF3,0.126272,3,other,1.0,0.2544,0.490976,0.0,0.0,0,0.0005,0.00021476420644561518,0.1269,2,increasing,0.1293,False,False,1006
TIMP3,0.126151,3,other,1.0,0.2726,0.525603,0.0,0.0,0,0.0001,0.03174040325641634,0.0835,2,increasing,0.0564,False,False,1007
TNNT1,0.126123,3,other,1.0,0.275,0.530292,0.0,0.0,0,0.0,0.03897129816955858,0.0809,1,increasing,0.0464,False,False,1008
SRGAP1,0.126122,2,other,1.0,0.2656,0.512298,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1388,False,False,1009
CADM2,0.126096,2,other,1.0,0.2822,0.543932,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0722,False,False,1010
RASAL2,0.126078,2,other,1.0,0.2673,0.515454,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1317,False,False,1011
RPL23,0.126032,3,ribosomal,0.55,0.4548,0.873434,0.0,0.0,0,0.0134,1.0616465082156438e-16,0.5728,8,increasing,0.2374,False,False,1012
VWF,0.125994,3,other,1.0,0.2759,0.531911,0.0,0.0,0,0.0003,0.0012042152530686871,0.1247,1,increasing,0.0413,False,False,1013
CRHBP,0.125933,3,other,1.0,0.2736,0.527498,0.0,0.0,0,0.002,1.0727234494880315e-09,0.2259,1,increasing,0.0466,False,False,1014
CXADR,0.125891,2,other,1.0,0.2615,0.504539,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1528,False,False,1015
H1F0,0.125874,2,other,1.0,0.2607,0.503,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1559,False,False,1016
IFIT3,0.125873,2,other,1.0,0.2682,0.517253,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.126,False,False,1017
MYBL2,0.12564,2,other,1.0,0.2724,0.525307,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1069,False,False,1018
DAB2,0.125616,2,other,1.0,0.2699,0.520553,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1166,False,False,1019
NFYA,0.125518,2,other,1.0,0.0,0.0,0.2812,585.5074,81,0.0,1.0,0.0,0,N/A,0.4924,False,True,1020
SULF2,0.125506,2,other,1.0,0.2794,0.538686,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0776,False,False,1021
NHSL1,0.125502,3,other,1.0,0.2722,0.52498,0.0,0.0,0,0.0001,0.02756381134680849,0.0859,1,increasing,0.0519,False,False,1022
KYNU,0.125496,2,other,1.0,0.2771,0.534222,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0869,False,False,1023
FGL2,0.125476,3,other,1.0,0.2744,0.529146,0.0,0.0,0,0.0007,0.0006966695891816497,0.2385,1,decreasing,0.0416,False,False,1024
RNF150,0.125397,3,other,1.0,0.2729,0.526153,0.0,0.0,0,0.0002,0.0040705384936855545,0.1112,1,increasing,0.0482,False,False,1025
IL1R1,0.125301,2,other,1.0,0.2816,0.542792,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0671,False,False,1026
CD34,0.1251,3,other,1.0,0.2735,0.52745,0.0,0.0,0,0.0001,0.048474003778711784,0.1735,1,decreasing,0.0428,False,False,1027
DAB1,0.125088,2,other,1.0,0.2814,0.542375,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0659,False,False,1028
RBP7,0.125073,3,other,1.0,0.2743,0.528979,0.0,0.0,0,0.0001,0.009136865135391702,0.1043,1,increasing,0.0394,False,False,1029
BAALC,0.125011,3,other,1.0,0.2727,0.525889,0.0,0.0,0,0.0005,0.00013428819411522488,0.1457,1,increasing,0.0446,False,False,1030
GP1BB,0.12501,3,other,1.0,0.2388,0.4611,0.0,0.0,0,0.0008,3.2791116092043367e-06,0.1584,1,increasing,0.1797,False,False,1031
CMTM5,0.125001,3,other,1.0,0.2737,0.52773,0.0,0.0,0,0.0015,1.2202244329283394e-05,0.3248,1,increasing,0.0387,False,False,1032
ASPM,0.124944,2,other,1.0,0.2714,0.523283,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1045,False,False,1033
PCED1B-AS1,0.12487,3,other,1.0,0.2808,0.541395,0.0,0.0,0,0.001,7.742057602903782e-05,0.2479,2,decreasing,0.0098,False,False,1034
LINGO2,0.124867,3,other,1.0,0.2757,0.531625,0.0,0.0,0,0.0004,0.0004093124211686861,0.1354,1,increasing,0.0315,False,False,1035
AKAP12,0.124836,2,other,1.0,0.2631,0.507435,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1367,False,False,1036
ABTB2,0.124802,2,other,1.0,0.2628,0.506917,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1375,False,False,1037
ABI3BP,0.124601,3,other,1.0,0.2732,0.526886,0.0,0.0,0,0.0002,0.0020969845396465025,0.1187,1,increasing,0.0393,False,False,1038
MYRIP,0.124508,2,other,1.0,0.2806,0.541032,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0632,False,False,1039
CD86,0.124448,2,other,1.0,0.2756,0.531339,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0829,False,False,1040
SERPINF1,0.124358,2,other,1.0,0.2618,0.50507,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1371,False,False,1041
PTPRS,0.124354,2,other,1.0,0.2651,0.511293,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.124,False,False,1042
AKAP6,0.12423,3,other,1.0,0.2717,0.523937,0.0,0.0,0,0.0001,0.015613774241407695,0.0943,1,increasing,0.0424,False,False,1043
DIRC3,0.124139,3,other,1.0,0.272,0.524504,0.0,0.0,0,0.0001,0.020528528896322753,0.0904,1,increasing,0.0404,False,False,1044
CENPE,0.124093,2,other,1.0,0.2693,0.519388,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1046,False,False,1045
GP6,0.124079,3,other,1.0,0.2658,0.512737,0.0,0.0,0,0.0002,0.01871895763556721,0.1627,1,increasing,0.0643,False,False,1046
ABCA1,0.124077,2,other,1.0,0.2711,0.522866,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0971,False,False,1047
HES6,0.124013,3,other,1.0,0.25,0.482474,0.0,0.0,0,0.0019,2.385644494212172e-08,0.2318,2,increasing,0.1237,False,False,1048
SHROOM4,0.124009,3,other,1.0,0.2713,0.523088,0.0,0.0,0,0.0001,0.023351655071338514,0.0885,1,increasing,0.0422,False,False,1049
EPB42,0.124005,3,other,1.0,0.2626,0.506609,0.0,0.0,0,0.0035,6.861148550268584e-09,0.4751,1,decreasing,0.0698,False,False,1050
TEAD1,0.123996,2,other,1.0,0.2594,0.500525,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1432,False,False,1051
CMC1,0.123939,3,other,1.0,0.2479,0.47851,0.0,0.0,0,0.0001,0.03307325642717128,0.1212,3,decreasing,0.1348,False,False,1052
STOX2,0.123918,3,other,1.0,0.2685,0.517794,0.0,0.0,0,0.0005,0.00011844925418210202,0.1438,1,increasing,0.0516,False,False,1053
POLA1,0.123884,3,other,1.0,0.2514,0.485158,0.0,0.0,0,0.0014,3.3595918600508025e-07,0.1912,3,increasing,0.1178,False,False,1054
NPR3,0.123874,2,other,1.0,0.2707,0.521977,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0971,False,False,1055
PLCL1,0.123863,2,other,1.0,0.2716,0.523661,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0934,False,False,1056
LRRC7,0.123786,3,other,1.0,0.2756,0.53141,0.0,0.0,0,0.0003,0.0014706432012253602,0.1226,1,increasing,0.0223,False,False,1057
DPP10,0.123731,2,other,1.0,0.2822,0.544063,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0494,False,False,1058
STAT2,0.123725,2,tf,1.3,0.0,0.0,0.2021,424.0422,81,0.0,1.0,0.0,0,N/A,0.4012,False,True,1059
PLAUR,0.123719,3,other,1.0,0.2535,0.489251,0.0,0.0,0,0.0009,5.8905996648261905e-06,0.1742,2,increasing,0.1087,False,False,1060
DNAH14,0.123715,3,other,1.0,0.2544,0.490942,0.0,0.0,0,0.0033,1.4469779142439295e-12,0.2599,2,increasing,0.1004,False,False,1061
MET,0.123714,2,other,1.0,0.2593,0.500225,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1411,False,False,1062
TSHZ2,0.12365,2,other,1.0,0.2754,0.530962,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0761,False,False,1063
F13A1,0.123487,3,other,1.0,0.269,0.518763,0.0,0.0,0,0.0002,0.02489365235896911,0.1531,1,increasing,0.0463,False,False,1064
SLC7A11,0.123457,2,other,1.0,0.2616,0.50463,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1294,False,False,1065
TCF7L1,0.123406,2,other,1.0,0.2597,0.500961,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1366,False,False,1066
PRKD1,0.123249,2,other,1.0,0.2691,0.519061,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0972,False,False,1067
NR2F2,0.123224,2,other,1.0,0.2593,0.500307,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1363,False,False,1068
ADAMTS3,0.123212,2,other,1.0,0.2604,0.502455,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1317,False,False,1069
STARD13,0.123104,2,other,1.0,0.2646,0.510438,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1139,False,False,1070
DLC1,0.123087,3,other,1.0,0.2662,0.513437,0.0,0.0,0,0.0001,0.006313292301930953,0.093,1,increasing,0.0539,False,False,1071
PTPN13,0.123008,2,other,1.0,0.2613,0.504064,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1264,False,False,1072
IKZF2,0.122999,3,other,1.0,0.2527,0.487722,0.0,0.0,0,0.0001,0.028868418877355986,0.0851,1,increasing,0.1072,False,False,1073
EFNB2,0.122992,2,other,1.0,0.2633,0.507934,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1181,False,False,1074
PTCRA,0.122908,3,other,1.0,0.2707,0.522038,0.0,0.0,0,0.0003,0.010167881960548783,0.18,1,increasing,0.034,False,False,1075
SLC9A9,0.122867,2,other,1.0,0.2741,0.528466,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0739,False,False,1076
UNC5C,0.122825,2,other,1.0,0.2692,0.519225,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0929,False,False,1077
CIT,0.122766,2,other,1.0,0.2677,0.51626,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0985,False,False,1078
SLC25A21,0.122762,2,other,1.0,0.2647,0.510489,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1105,False,False,1079
TM4SF1,0.122737,2,other,1.0,0.26,0.501532,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1291,False,False,1080
HBEGF,0.122707,2,other,1.0,0.2671,0.515227,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1001,False,False,1081
CLEC11A,0.122693,3,other,1.0,0.2538,0.489821,0.0,0.0,0,0.0003,0.01917106230463226,0.2027,2,decreasing,0.0995,False,False,1082
RTN1,0.122689,2,other,1.0,0.2666,0.514283,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1019,False,False,1083
DNASE1L3,0.122686,2,other,1.0,0.2622,0.505759,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1197,False,False,1084
DPYSL3,0.122525,2,other,1.0,0.2753,0.530826,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0657,False,False,1085
FXYD2,0.122524,2,other,1.0,0.26,0.501587,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1269,False,False,1086
RUNX1T1,0.122522,2,other,1.0,0.2606,0.502721,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1245,False,False,1087
NCAM1,0.122518,2,other,1.0,0.2613,0.504114,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1216,False,False,1088
CYTH3,0.122464,2,other,1.0,0.2688,0.518471,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.091,False,False,1089
TYROBP,0.122345,3,other,1.0,0.2562,0.494435,0.0,0.0,0,0.0053,1.8008583130471504e-14,0.3097,4,decreasing,0.0767,False,False,1090
CCR10,0.122343,2,other,1.0,0.2608,0.503046,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1222,False,False,1091
SMOX,0.122342,2,other,1.0,0.2698,0.520326,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0859,False,False,1092
TPM2,0.122335,2,other,1.0,0.2656,0.512231,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1028,False,False,1093
CD38,0.122273,3,other,1.0,0.2575,0.496852,0.0,0.0,0,0.0002,0.002717360197506982,0.1131,2,increasing,0.081,False,False,1094
COL5A1,0.122237,2,other,1.0,0.2653,0.511637,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1031,False,False,1095
SASH1,0.122224,2,other,1.0,0.2653,0.511815,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1026,False,False,1096
COL23A1,0.122199,3,other,1.0,0.2633,0.507834,0.0,0.0,0,0.002,1.153104246265617e-09,0.2229,1,increasing,0.0539,False,False,1097
SEMA6A,0.122102,2,other,1.0,0.264,0.509272,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1068,False,False,1098
PPP2R3A,0.122072,2,other,1.0,0.2687,0.51827,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0877,False,False,1099
AVP,0.12207,3,other,1.0,0.2672,0.51528,0.0,0.0,0,0.0004,0.00030912497402878566,0.1381,1,increasing,0.0402,False,False,1100
UBE2E2,0.122066,2,other,1.0,0.2682,0.517274,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0897,False,False,1101
EMID1,0.122066,3,other,1.0,0.2615,0.504501,0.0,0.0,0,0.001,4.133180692886826e-06,0.1738,2,increasing,0.0617,False,False,1102
BMPR1B,0.121938,2,other,1.0,0.2671,0.515233,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0928,False,False,1103
ARG1,0.121929,3,other,1.0,0.2145,0.414757,0.0,0.0,0,0.1022,0.0,0.3497,1,increasing,0.0461,False,False,1104
LMO4,0.121926,3,other,1.0,0.2347,0.45327,0.0,0.0,0,0.0,0.025980436176694856,0.0743,1,increasing,0.1696,False,False,1105
PSD3,0.121917,2,other,1.0,0.2659,0.512942,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0974,False,False,1106
NFIB,0.121839,2,other,1.0,0.2657,0.512584,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0974,False,False,1107
CDH2,0.121834,2,other,1.0,0.272,0.524587,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0722,False,False,1108
FMNL2,0.121777,2,other,1.0,0.2646,0.510475,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1012,False,False,1109
FN1,0.121774,2,other,1.0,0.2602,0.501937,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1191,False,False,1110
GULP1,0.121523,2,other,1.0,0.2614,0.504293,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1117,False,False,1111
EYA1,0.121499,2,other,1.0,0.2597,0.500967,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1185,False,False,1112
MME,0.121477,2,other,1.0,0.2634,0.508122,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1033,False,False,1113
KLRF1,0.12147,3,other,1.0,0.2712,0.522918,0.0,0.0,0,0.0006,0.0012942338554512356,0.2466,1,decreasing,0.0184,False,False,1114
BACE2,0.121394,2,other,1.0,0.2747,0.52958,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0575,False,False,1115
GEM,0.121317,2,other,1.0,0.2612,0.503988,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1104,False,False,1116
SLPI,0.121288,2,other,1.0,0.265,0.51115,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0951,False,False,1117
PPP1R9A,0.121239,2,other,1.0,0.2623,0.505945,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1056,False,False,1118
ZNF683,0.121239,3,other,1.0,0.2642,0.509684,0.0,0.0,0,0.0002,0.005818295896396117,0.1304,1,increasing,0.0448,False,False,1119
EFNA5,0.121195,2,other,1.0,0.2597,0.501064,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1154,False,False,1120
FMN1,0.12111,2,other,1.0,0.2702,0.52107,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0726,False,False,1121
COL19A1,0.121083,2,other,1.0,0.268,0.516807,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0813,False,False,1122
LRP1B,0.121024,2,other,1.0,0.265,0.511091,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0927,False,False,1123
HPGD,0.120995,2,other,1.0,0.2643,0.509765,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0952,False,False,1124
RASSF8,0.120965,2,other,1.0,0.2678,0.516444,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.081,False,False,1125
ITGB3,0.120891,2,other,1.0,0.2634,0.508111,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0977,False,False,1126
DDAH1,0.12086,2,other,1.0,0.2603,0.502265,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1097,False,False,1127
FAM111B,0.12084,2,other,1.0,0.2645,0.510269,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0927,False,False,1128
SLC45A3,0.120816,2,other,1.0,0.2619,0.505213,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1031,False,False,1129
KIF26B,0.120802,2,other,1.0,0.263,0.507333,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0985,False,False,1130
FST,0.120774,2,other,1.0,0.2594,0.500496,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1126,False,False,1131
ACRBP,0.120764,2,other,1.0,0.2757,0.531676,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0471,False,False,1132
TJP1,0.120746,2,other,1.0,0.2595,0.500636,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.112,False,False,1133
SYT1,0.120739,2,other,1.0,0.2646,0.510332,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0916,False,False,1134
ZNF608,0.120726,2,other,1.0,0.2653,0.511638,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0888,False,False,1135
SEPT5,0.120697,2,other,1.0,0.2469,0.476563,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.162,False,False,1136
NRP1,0.120668,2,other,1.0,0.2601,0.501725,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.109,False,False,1137
ANGPTL4,0.120657,2,other,1.0,0.2597,0.501055,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1103,False,False,1138
PF4V1,0.120655,3,other,1.0,0.2685,0.517741,0.0,0.0,0,0.0002,0.008759177974487605,0.1404,1,decreasing,0.0226,False,False,1139
GPR176,0.120653,2,other,1.0,0.2596,0.50093,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1105,False,False,1140
CALD1,0.120633,2,other,1.0,0.2637,0.508733,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.094,False,False,1141
TTLL7,0.120574,2,other,1.0,0.2645,0.51013,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0905,False,False,1142
PACRG,0.120556,2,other,1.0,0.2627,0.506834,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0972,False,False,1143
GPR137C,0.120506,2,other,1.0,0.2621,0.505575,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0994,False,False,1144
ITPKA,0.1205,2,other,1.0,0.261,0.503587,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1035,False,False,1145
RGS6,0.120483,2,other,1.0,0.2689,0.518627,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0718,False,False,1146
NCALD,0.120476,2,other,1.0,0.2658,0.512639,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0843,False,False,1147
NNMT,0.120445,2,other,1.0,0.2605,0.502565,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1051,False,False,1148
PLEKHG1,0.120442,2,other,1.0,0.2662,0.513356,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0825,False,False,1149
PRKAA2,0.120432,2,other,1.0,0.2599,0.501439,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1073,False,False,1150
LGMN,0.120398,2,other,1.0,0.2618,0.50502,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0995,False,False,1151
PDGFA,0.120381,2,other,1.0,0.2653,0.511671,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0854,False,False,1152
FGF13,0.12031,2,other,1.0,0.2636,0.508536,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0913,False,False,1153
RASSF6,0.120257,3,other,1.0,0.257,0.495876,0.0,0.0,0,0.0005,8.864016790745678e-05,0.1493,1,increasing,0.0642,False,False,1154
ST6GALNAC5,0.120253,2,other,1.0,0.2742,0.528772,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0484,False,False,1155
SEMA3A,0.120234,2,other,1.0,0.2605,0.502479,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1033,False,False,1156
FAAH2,0.120205,2,other,1.0,0.2729,0.526206,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0533,False,False,1157
POU5F1,0.12018,2,other,1.0,0.0,0.0,0.2738,570.4514,81,0.0,1.0,0.0,0,N/A,0.46,False,True,1158
NES,0.120169,2,other,1.0,0.2592,0.500119,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1076,False,False,1159
MYO10,0.120166,2,other,1.0,0.2615,0.504532,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0983,False,False,1160
MAGI1,0.120132,2,other,1.0,0.261,0.5036,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0999,False,False,1161
PTPRD,0.120125,2,other,1.0,0.2696,0.519972,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0656,False,False,1162
GPRC5A,0.120098,2,other,1.0,0.2593,0.500285,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1066,False,False,1163
GAS2,0.119953,2,other,1.0,0.2677,0.516391,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0714,False,False,1164
COL4A2,0.11995,2,other,1.0,0.2595,0.500746,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1042,False,False,1165
OLR1,0.119826,2,other,1.0,0.2656,0.512298,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0788,False,False,1166
PID1,0.11981,2,other,1.0,0.2697,0.520135,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0622,False,False,1167
TNFRSF17,0.119747,2,other,1.0,0.2622,0.505836,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0916,False,False,1168
MYLK,0.119744,2,other,1.0,0.2676,0.516022,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0702,False,False,1169
RAI14,0.119722,2,other,1.0,0.2598,0.501277,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1009,False,False,1170
HIF3A,0.119708,2,other,1.0,0.2679,0.516653,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0685,False,False,1171
NRG1,0.119705,2,other,1.0,0.2691,0.519054,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0635,False,False,1172
DTNA,0.119633,2,other,1.0,0.2599,0.501492,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0996,False,False,1173
ZFPM2,0.119633,2,other,1.0,0.2674,0.515723,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0698,False,False,1174
FZD4,0.119582,2,other,1.0,0.2595,0.500736,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1007,False,False,1175
EPB41L3,0.119564,2,other,1.0,0.2704,0.52152,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.057,False,False,1176
LTBP2,0.119548,2,other,1.0,0.2596,0.500819,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1002,False,False,1177
ARHGAP42,0.119545,2,other,1.0,0.2625,0.506394,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0885,False,False,1178
SPTB,0.119519,2,other,1.0,0.2668,0.514494,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0713,False,False,1179
CCDC80,0.119512,2,other,1.0,0.2599,0.501364,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0987,False,False,1180
RTKN2,0.119502,2,other,1.0,0.2682,0.517353,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0651,False,False,1181
FAT4,0.119493,2,other,1.0,0.2665,0.514014,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.072,False,False,1182
OSBPL6,0.119488,2,other,1.0,0.26,0.501693,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0978,False,False,1183
LTC4S,0.119457,3,other,1.0,0.2533,0.488739,0.0,0.0,0,0.0002,0.004853792572101887,0.1092,1,increasing,0.0726,False,False,1184
KCNN2,0.119454,2,other,1.0,0.2593,0.500186,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1006,False,False,1185
FAM167B,0.119382,2,other,1.0,0.26,0.501545,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0971,False,False,1186
CACNA2D1,0.119342,2,other,1.0,0.2597,0.50111,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0976,False,False,1187
RARRES2,0.119308,2,other,1.0,0.2604,0.502342,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0947,False,False,1188
GRIP1,0.119288,2,other,1.0,0.2674,0.515703,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0665,False,False,1189
EBI3,0.11928,2,other,1.0,0.2394,0.462221,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.1785,False,False,1190
MYO16,0.119272,2,other,1.0,0.2614,0.504306,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0903,False,False,1191
MMRN2,0.119267,2,other,1.0,0.2594,0.500417,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0984,False,False,1192
ALK,0.119246,2,other,1.0,0.2635,0.508354,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0815,False,False,1193
CD19,0.119231,2,other,1.0,0.2619,0.505186,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.088,False,False,1194
AXL,0.119214,2,other,1.0,0.2602,0.501974,0.0,0.0,0,0.0,1.0,0.0,0,N/A,0.0946,False,False,1195
